title	text
the world according to black women photographers	after a century syrian refugees return to armenia a century ago their ancestors sought shelter in syria after escaping the genocide perpetrated by the ottoman turks now syrian armenians reverse
a few bright spots for republicans the rest can be scored as grim.	it said the legislation would increase deductibles make insurance skimpier and destabilize markets average premiums would go down largely because the insurance they would pay for would become thinner and
would this london high-rise pass muster in new york short answer no	the siding material in this city with that fire testing is not going to be able to go up in flames like that, mr fariello said photo the same contractor
like a pact with the devil	tricky clues not sure why but this was one of those puzzles where little answers tripped me up big time and the big entries virtually filled in themselves the overall
a crying baby next door	photo q i moved into a rental in murray hill last november unbeknown to me there is a baby next door who shares a wall with my apartment i understand
how donald trump misunderstood the f.b.i.	mccord had been carrying wiretapping gear at the watergate this was evidence of a federal crime the illegal interception of communications which meant the break-in was a case
a campus argument goes viral now the college is under siege.	after the dispute gained national exposure amplified by the professor's appearance on fox news his op-ed in the wall street journal and right-leaning websites heaping derision on their newest
the lab says it's cancer but sometimes the lab is wrong.	ultimately he had his prostate removed ��i said mistakes happen,' mr karman said they may be happening more often than doctors realize there is no comprehensive data on how often
in long-secret fifa report more details but no smoking gun	still the dossier provided a troubling view of a deeply flawed voting process confirmed various news media reports from around the world in the years since the vote was taken
if we lose our health care ..	initially i was in the hospital for two days for a colonoscopy a pet scan and numerous blood tests since then i've had two more pet scans roughly 200 blood
steven cohen billionaire collector gives 50 million to moma	photo the museum of modern art has received more major help with its 400 million renovation and expansion project this time from the billionaire collector steven a cohen and
health bill does not cut medicaid spending republicans argue	the explanation echoed by many republicans who see the bill as their best chance to repeal the affordable care act has reignited a debate over what counts as a cut
a bygone era of big city life	after a century syrian refugees return to armenia a century ago their ancestors sought shelter in syria after escaping the genocide perpetrated by the ottoman turks now syrian armenians reverse
what we're reading	new york times reporters and editors are highlighting great stories from around the web you can receive what we're reading by email and let us know how you like it
fire may be the only remedy for a plague killing deer and elk	it makes for ominous reading ��there's a lot that we still don't know and don't understand about the disease, dr zabel said in an interview advertisement continue reading the main
new york city approves rent increases for stabilized apartments	i'm angry and it's a shame,' ms matthews said explaining that she pays 500 a month in rent and receives 350 in income every two weeks ��these landlords they don't
cyberattack hits ukraine then spreads internationally	like the wannacry attacks in may the latest global hacking took control of computers and demanded digital ransom from their owners to regain access the new attack used the same
big music in small rooms fado	times journalists around the world bring you a new 360 video every day.
why the far right wants to be the new alternative culture	an alternative' culture of course can't just consist of a cluster of media outlets it must evoke a comprehensive way of being a system of shared habits and sensibilities there
senate syria google your tuesday evening briefing	fouad dagoum and his wife azhar ahmed above fled sudan after their village was ransacked by militia members and now live in connecticut they have no family in the u.s
with 3 words supreme court opens a world of uncertainty for refugees	about four out of 10 refugees who come to the united states have no family ties in the country according to independent estimates in some cities known for taking in
coney island's coaster king takes another spin	for mr rodriguez who teaches english in north carolina that seminal ride remains the touchstone to his brooklyn youth advertisement continue reading the main story his return to coney island
the g.o.p rejects conservatism	republican politicians could have picked up one of these plans when they set out to repeal obamacare they could have created a better system that did not punish the poor
steven cohen billionaire collector gives 50 million to moma	photo the museum of modern art has received more major help with its 400 million renovation and expansion project this time from the billionaire collector steven a cohen and
3 chicago officers charged with conspiracy in laquan mcdonald case	the officers who are scheduled for arraignments next month were not taken into custody and representatives for them could not be reached leaders of chicago's fraternal order of police the
the new york times	iran known as persia until 1935 and now officially the islamic republic of iran is the second-largest nation in the middle east by population iran shares a border along with
syria india cnn your morning briefing	at least nine european countries have been targeted in the latest hacking which one security researcher called ��an improved and more lethal version of wannacry. here's what we know so
how silicon valley pushed coding into american classrooms	computer science is also essential to american tech companies which have become heavily reliant on foreign engineers mr trump's efforts to limit immigration make code.org's teach-americans-to-code agenda even more attractive
camaraderie in the u.s navy photos from world war ii	after a century syrian refugees return to armenia a century ago their ancestors sought shelter in syria after escaping the genocide perpetrated by the ottoman turks now syrian armenians reverse
to photograph a galápagos tortoise get out of the race	photo times insider shares insights into how we work at the new york times in this piece the photographer federico rios escobar explains how he drew a particularly large subject
the new york times	photo friday puzzle the crossword constructor zhouqin burnikel has had 43 puzzles published in the new york times including today's and while she has primarily made early week themed
israel in the wheelchair on the right prepares a pair of new	after a century syrian refugees return to armenia a century ago their ancestors sought shelter in syria after escaping the genocide perpetrated by the ottoman turks now syrian armenians reverse
 	
bill cosby sexual safety guru here's a better idea	brock turner a former stanford student who was convicted last year of sexually assaulting an unconscious woman behind a dumpster said in a letter to the judge in his case
review in bet's tales, rap lyrics get lost in translation	the song is nearly three decades old but not a second removed from today's black lives matter movement an excerpt from the lyrics ��not the other color so police
australia diverse and graying also johnny depp and a controversial push to decrypt	so what does the fresh ink show 1 what a diverse country australia may be the most culturally diverse country in the developed world around one in two australians have
hate the beach these getaway options are for you	advertisement hate the beach these getaway options are for you sick of the urban sprawl and unrealistic prices in the hamptons dreading another disappointing long weekend on the jersey shore
an untamed island meets its match	people no longer live on horn but it's not uninhabited despite the toxic military interlude much living goes on out there from sea sponges to swamp rabbits amid brackish lagoons
how to survive the blockbuster summer travel season	to keep abreast of the situation you can follow homeland security on twitter at dhsgov and the transportation security administration at tsa for questions about anything you're considering taking onto
creating a garden oasis in the city	outdoor space in new york city is on many buyers wish lists but there just isn't enough to go around and a lot of what is available isn't that usable
trump campaign chief's firm got 17 million from pro-russia party	the party of regions employed mr manafort to help rebrand mr yanukovych and his party which was long known as tilting toward russia as modernizers favoring closer ties to the
goodbye weapons! farc disarmament in colombia signals new era	some rifles will remain at the camps for security purposes until aug 1 the united nations inspectors said and rebel weapons caches were still being examined but for the most
when cutting access to health care there's a price to pay	and the american deficit has been getting worse ��each year other high-income countries are improving their health at a much faster rate than the united states and the united states
dealing with disabilities but no longer invisible	andres millan spent two years traveling around bogotá colombia and its environs photographing people whose mental health issues or physical limitations kept them at home within cramped apartments where living
photographing culture and traditions in communities of color	
camaraderie in the u.s navy photos from world war ii	during the second world war edward steichen was among a select group of naval photographers who documented combat in the pacific theater while some members of the naval aviation photographic
a college built for canadian settlers envisions an indigenous future	the university of saskatchewan is leading the charge to become a kind of reconciliation u committing to change in areas including scholarship and governance and envisioning itself as an institution
first public showing of monet rodin and maillols from gurlitt trove	until now only four restituted works have been publicly viewed the remaining works from mr gurlitt's munich apartment and summer home in salzburg austria have been displayed only in photographs
the senate's secretly bipartisan health bill	the senate bill replaces the a.c.a.'s medicaid expansion with a robust system of tax credits for which everyone under the poverty line is eligible under obamacare you could enroll in
3 chicago officers charged with conspiracy in laquan mcdonald case	the officers who are scheduled for arraignments next month were not taken into custody and representatives for them could not be reached leaders of chicago's fraternal order of police the
hate the individual health mandate the g.o.p tries a lockout'	insurers however seem warm to the idea wellmark a large plan has publicly endorsed such a lockout period advertisement continue reading the main story the affordable care act of course
photographing culture and traditions in communities of color	frank stewart and john simmons forged a friendship as teenagers on chicago's south side in the mid-1960s sharing a love for jazz and the visual arts they also discovered photography
subway derailment in manhattan injures dozens	one passenger aboard the southbound a train michelle ayoub said she was afraid she would die when the train suddenly lost control as it approached the 125th street station she
plague is found in new mexico again.	what is plague plague is caused by the bacterium yersinia pestis which humans get when they are bitten by rodent-riding fleas it decimated european cities during the middle ages killing
culture video channel	3 opinion never trump. but then what?
the lab says it's cancer but sometimes the lab is wrong.	ultimately he had his prostate removed ��i said mistakes happen,' mr karman said they may be happening more often than doctors realize there is no comprehensive data on how often
hrach donabedyan 53 is a syrian armenian and lives alone in kovsakan	after a century syrian refugees return to armenia a century ago their ancestors sought shelter in syria after escaping the genocide perpetrated by the ottoman turks now syrian armenians reverse june 16 2017
dealing with disabilities but no longer invisible	
how governors from both parties plotted to derail the senate health bill	more than half a dozen republican governors including several from states with republican senators expressed either grave reservations or outright opposition to the bill while democrats have been unanimous in
vote delayed as g.o.p struggles to marshal support for health care bill	after meeting with president trump at the white house mr mcconnell told reporters that if republicans could not come to an agreement they would be forced to negotiate a deal
after a century syrian refugees return to armenia	armenia is a small and largely homogenous country of just three million people so when thousands of refugees fleeing syria's conflict began arriving a few years ago their presence was
dealing with disabilities but no longer invisible	andres millan spent two years traveling around bogotá colombia and its environs photographing people whose mental health issues or physical limitations kept them at home within cramped apartments where living
a bygone era of big city life	
heard of the jimmys it's the tonys for teenagers	one contestant sky nathan frank 17 who attends the san diego school of creative performing arts said that meeting mr platt was one of the highlights of his week ��being
the best of paris men's fashion week	how best to sum up the paris spring/summer 2018 men's wear shows long days short shorts and designers vying to up the ante and push fashion toward the monumental and
review francis spufford's first novel is a swashbuckling tale	his new book is another pivot ��golden hill is his first novel and not a typical first novel mumbled quasi-memoir but an ebullient freewheeling historical fiction set in 18th-century new
u.k orders inquiry into cladding after grenfell tower fire	whirlpool which in 2014 acquired the manufacturer of the refrigerator that started the fire has urged owners of the fridge model to check their units photo the human toll of
michael nyqvist swedish actor who played villain in john wick, dies at 56	photo michael nyqvist a swedish actor who starred in the original ��the girl with the dragon tattoo movies and portrayed menacing villains in ��john wick and other hollywood thrillers died
liu xiaobo embodied hope for china's democracy now he's sick.	while almost no one expects china to become a democracy now that was at least a hope in 2008 when charter 08 was signed there was a yearning for more
sarah palin sues new york times claiming editorial defamed her	photo sarah palin former vice-presidential candidate filed a defamation lawsuit against the new york times company on tuesday saying the newspaper had published a statement about her in a recent
how donald trump misunderstood the f.b.i.	mccord had been carrying wiretapping gear at the watergate this was evidence of a federal crime the illegal interception of communications which meant the break-in was a case
subway derailment in manhattan injures dozens	one passenger aboard the southbound a train michelle ayoub said she was afraid she would die when the train suddenly lost control as it approached the 125th street station she
our 10 most popular recipes right now	let's get started prior to receiving the new essentials of french cooking for free please confirm your email address below prior to your purchase of the new essentials of french
romance war survival a correspondent looks back on his experience in east africa	these moments among the brightest memories of my decade-plus as the times's correspondent in east africa which came to an end this week) never made it into a news story
the detective was a performance artist the evidence is now a show.	ms kobayashi also wanted to make theatergoers feel part of the discovery process ��i had the opportunity to listen to the wire hundreds of times but i wanted a person
who needs the tonight show' jay leno still cares about tonight's show	mr leno spoke further about his life after late night and challenges of being a political joke-teller in a polarized environment these are edited excerpts from that conversation what is
gay life in new york between oppression and freedom	
dear match book what books best capture science and nature?	in her 1994 collection ��various antidotes, joanna scott also fictionalizes the lives of famous scientists scott's stories often explore the personal lives of driven eccentrics whose scientific obsessions leave no
anytown u.s.a in saudi arabia	ayesha malik had a pretty idyllic childhood she spent her days biking down tree-lined streets past green lawns and modest houses going to softball practice it would have been fairly
review broadchurch ends its run as entertaining and moving as ever	photo gannon and friday morse and lewis briscoe and green hardy and miller may not have the name recognition of those storied television crime-fighting partnerships but in just two seasons
anytown u.s.a in saudi arabia	
justin trudeau's sock diplomacy	photo the first time could have been chalked up to charming idiosyncrasy the second seemed like an effort to bring some levity to a complicated situation but the third and
u.s has seen chemical weapons activity in syria pentagon says	on tuesday white house officials said only that mr trump's statement spoke for itself that silence added to the uncertainty about whether a new military confrontation with syria was looming
edwidge danticat wrestles with death in life and in art	this book is a kind of prayer for her mother an act of mourning and remembrance a purposeful act of grieving it's also a book about how danticat and
donald skunks the democrats	the 43-year-old ryan who failed to unseat pelosi as house minority leader last year says that the democrats brand is toxic and in some places worse than trump's which is
review in okja, a girl and her pig take on the food industrial complex	photo okja is a most remarkable pig as big as a medium-sized elephant with a snout that looks more canine than porcine she is slobbery and sometimes flatulent but also
global cyberattack what we know and don't know	 cybersecurity researchers first called the new ransomware attack petya as it bore similarities to a ransomware strain known by that name which was first reported by kasperksy in march
the health care hoax has been exposed senator mcconnell	photo senator mitch mcconnell hoped that keeping his wretched bill to destroy the affordable care act secret until the last minute would make it easier for him to railroad fellow
20 years of l.g.b.t.q lit a timeline	the vagina monologues 1996 by eve ensler at the time this series of monologues performed as a one-woman show by the author was released they were viewed as revolutionary for
a few bright spots for republicans the rest can be scored as grim.	it said the legislation would increase deductibles make insurance skimpier and destabilize markets average premiums would go down largely because the insurance they would pay for would become thinner and
a quest to save baby kangaroos on a lonely australian highway	it is a 24-hour-a-day seven-day-a-week commitment basically, mr brennan-kuss 68 said of the couple's volunteer and donation-supported efforts to save orphaned joeys each rescue is bottle-fed every few hours with
rebuilding in miniature	video when i was growing up outside chicago one of my favorite trips was to the art institute of chicago to see the thorne miniature rooms i spent hours staring
advertising on the french riviera the internet come to life	cannes france marketers are used to being the sideshow to the main event whether it's ads in a magazine tents at a music festival or commercials during the super
upscale food and gear bring campsite cooking out of the wild	the classic hard-core ultralight backpacker may chop off the handle of a spoon to save a few grams or eat instant coffee instead of wasting time and fuel boiling water
senate syria google your tuesday evening briefing	fouad dagoum and his wife azhar ahmed above fled sudan after their village was ransacked by militia members and now live in connecticut they have no family in the u.s
coney island's coaster king takes another spin	for mr rodriguez who teaches english in north carolina that seminal ride remains the touchstone to his brooklyn youth advertisement continue reading the main story his return to coney island
new york city approves rent increases for stabilized apartments	i'm angry and it's a shame,' ms matthews said explaining that she pays 500 a month in rent and receives 350 in income every two weeks ��these landlords they don't
the wacky hats of ascot	since 1711 the five-day royal ascot race meeting has taken place at the berkshire course a sprawling horse track west of london wearing a hat is a tradition kept by
a vote of conscience and courage	this week these senators will face a career-defining choice it is not an easy one for many of them republicans have spent years promising to repeal obamacare now the senate
cyberattack hits ukraine then spreads internationally	like the wannacry attacks in may the latest global hacking took control of computers and demanded digital ransom from their owners to regain access the new attack used the same
camaraderie in the u.s navy photos from world war ii	after a century syrian refugees return to armenia a century ago their ancestors sought shelter in syria after escaping the genocide perpetrated by the ottoman turks now syrian armenians reverse
anytown u.s.a in saudi arabia	ayesha malik had a pretty idyllic childhood she spent her days biking down tree-lined streets past green lawns and modest houses going to softball practice it would have been fairly
advertising on the french riviera the internet come to life	cannes france marketers are used to being the sideshow to the main event whether it's ads in a magazine tents at a music festival or commercials during the super
a quest to save baby kangaroos on a lonely australian highway	it is a 24-hour-a-day seven-day-a-week commitment basically, mr brennan-kuss 68 said of the couple's volunteer and donation-supported efforts to save orphaned joeys each rescue is bottle-fed every few hours with
copy edit this quiz no 7	here's the latest installment of our copy editing quiz based on internal memos i send to the newsroom about problems in our writing and editing each of the passages below
sarah palin sues new york times claiming editorial defamed her	photo sarah palin former vice-presidential candidate filed a defamation lawsuit against the new york times company on tuesday saying the newspaper had published a statement about her in a recent
vote delayed as g.o.p struggles to marshal support for health care bill	after meeting with president trump at the white house mr mcconnell told reporters that if republicans could not come to an agreement they would be forced to negotiate a deal
capturing inner light in photos of yoga masters	
mcconnell's reputation as a master tactician takes a hit	ms murkowski raised concerns on several levels she expressed worries about soaring health care costs in rural areas about women's access to health care if planned parenthood were defunded and
opinion video channel	3 opinion never trump. but then what?
mcconnell's reputation as a master tactician takes a hit	ms murkowski raised concerns on several levels she expressed worries about soaring health care costs in rural areas about women's access to health care if planned parenthood were defunded and
gay life in new york between oppression and freedom	luis carle sees himself and his work as a bridge between the gay and straight communities between the younger and older generations of the l.g.b.t community and between past
supreme court takes up travel ban case and allows parts to go ahead	but those challenging the travel ban said the court's opinion would protect the vast majority of people seeking to enter the united states to visit a relative accept a job
dhahran commissary in dhahran camp a gated community in saudi arabia that	after a century syrian refugees return to armenia a century ago their ancestors sought shelter in syria after escaping the genocide perpetrated by the ottoman turks now syrian armenians reverse
vogue editor anna wintour is now dame anna	photo on a gorgeous monday night in manhattan with a number of guests venturing out to the rooftop terrace to watch the beginnings of a sunset some of the most
revered and feared in the book review	the path to each biweekly crime roundup begins with the deluge of packages that arrive at the times building and ms stasio's front door ��right away i'm ruthless! she said june 23 2017
would you trust tom selleck with your life savings?	actors and singers of a certain age tend to be the ones who make the grade and there seems to be a certain sameness to the products they pitch blythe
gay life in new york between oppression and freedom	after a century syrian refugees return to armenia a century ago their ancestors sought shelter in syria after escaping the genocide perpetrated by the ottoman turks now syrian armenians reverse
big music in small rooms fado	times journalists around the world bring you a new 360 video every day.
gay life in new york between oppression and freedom	luis carle sees himself and his work as a bridge between the gay and straight communities between the younger and older generations of the l.g.b.t community and between past
carbon in atmosphere is rising even as emissions stabilize	the network is complete enough to give a clear picture of the overall global trends in industrial gases in the air scientists say but it is too sparse to give
waves above the earth may have once caused a nocturnal sun'	these waves called zonal waves are influenced by severe weather on earth's surface and travel around the upper atmosphere dr shepherd and dr cho zeroed in on four kinds of
culture and traditions in communities of color	after a century syrian refugees return to armenia a century ago their ancestors sought shelter in syria after escaping the genocide perpetrated by the ottoman turks now syrian armenians reverse
can trump compete with obama on cuba?	photo cambridge mass ��effective immediately i am canceling the last administration's completely one-sided deal with cuba. thus said president trump on june 16 in miami to wildly enthusiastic applause
before croissants there was kubaneh a jewish yemeni delight	photo all day long i'd been looking forward to going out with friends for dinner but as we talked between gulps of wine ripping up the kubaneh we'd ordered and
senate syria google your tuesday evening briefing	fouad dagoum and his wife azhar ahmed above fled sudan after their village was ransacked by militia members and now live in connecticut they have no family in the u.s
camaraderie in the u.s navy photos from world war ii	during the second world war edward steichen was among a select group of naval photographers who documented combat in the pacific theater while some members of the naval aviation photographic
the travel ban at the supreme court	photo president trump cares a lot about winning or at least the appearance of it so he was predictably quick to sound off in triumph after the supreme court announced
opponents of health law repeal vow to keep pressure on over recess	the bill being delayed is a sign that mcconnell and the leadership is really committed to making this happen, said lee storrow a national advocacy coordinator with the american heart
in long-secret fifa report more details but no smoking gun	still the dossier provided a troubling view of a deeply flawed voting process confirmed various news media reports from around the world in the years since the vote was taken june 23 2017
capturing inner light in photos of yoga masters	when did yoga get so big for the third international yoga day yes the united nations has given it a day june 21 india where the ancient discipline
i'm glad the dyke march banned jewish stars	intersectionality is the big idea of today's progressive left in theory it's the benign notion that every form of social oppression is linked to every other social oppression this observation june 16 2017
supreme court ruling could shape future of school choice	in the trinity opinion chief justice john g roberts jr. writing for the majority held that the missouri ruling against aiding the church ��expressly discriminates against otherwise eligible recipients by
capturing inner light in photos of yoga masters	after a century syrian refugees return to armenia a century ago their ancestors sought shelter in syria after escaping the genocide perpetrated by the ottoman turks now syrian armenians reverse
mob figure pleads guilty to ordering arson after road rage episode	photo the reputed mobster acquitted two years ago in the 1978 lufthansa heist was back in court on tuesday but there is little chance his latest case will have a
capturing inner light in photos of yoga masters	when did yoga get so big for the third international yoga day yes the united nations has given it a day june 21 india where the ancient discipline
philippines may get new law sing national anthem with spirit or face prison time	the supreme court in india ruled in november that movie theaters would be required to play the national anthem before screenings and that moviegoers would be required to stand nineteen
photographing culture and traditions in communities of color	frank stewart and john simmons forged a friendship as teenagers on chicago's south side in the mid-1960s sharing a love for jazz and the visual arts they also discovered photography
big music in small rooms fado	times journalists around the world bring you a new 360 video every day.
fact check the senate health care plan	does the health care bill in the senate live up to republicans promises we checked the facts related article senate health bill in peril as c.b.o predicts 22 million more
the world according to black women photographers	after a century syrian refugees return to armenia a century ago their ancestors sought shelter in syria after escaping the genocide perpetrated by the ottoman turks now syrian armenians reverse
the austin artist making covetable collages	photo on a hot and humid monday morning in austin tex. the artist claire oswalt is eager to give a tour of the charles moore foundation where she rents a
a few bright spots for republicans the rest can be scored as grim.	it said the legislation would increase deductibles make insurance skimpier and destabilize markets average premiums would go down largely because the insurance they would pay for would become thinner and
yankees charity neglects stadium's neighbors	a six-person board of directors controls all grant-making decisions michael drezin a former administrator of the fund who unsuccessfully sued it for mismanagement in 2009 said board members were chosen
when cutting access to health care there's a price to pay	and the american deficit has been getting worse ��each year other high-income countries are improving their health at a much faster rate than the united states and the united states
firefighters battled a devastating ��fire tornado, as one resident called it on monday	after a century syrian refugees return to armenia a century ago their ancestors sought shelter in syria after escaping the genocide perpetrated by the ottoman turks now syrian armenians reverse
how health costs would soar for older americans under the senate plan	in its analysis of the republican health care bill the congressional budget office said something confusing the bill would lower the price of the average health plan but health insurance
police in helicopter attack venezuela's top court dropping grenades	elsewhere in caracas opposition members of parliament said they were being besieged by armed government supporters photo ernesto villegas venezuela's minister of communication and information said on national television that
would this london high-rise pass muster in new york short answer no	the siding material in this city with that fire testing is not going to be able to go up in flames like that, mr fariello said photo the same contractor
margaux fragoso memoirist who wrote hauntingly of sexual abuse dies at 38	her memoir was eight years in the making she had previously published a number of poems and short stories and when it was released in 2011 it was
a bygone era of big city life	mehr licht more light were goethe's famous last words that deathbed declaration was also the title of fred stein's only book featuring images taken along fifth avenue which
the world according to black women photographers	as a young photographer growing up in brownsville brooklyn laylah amatullah barrayn was deeply influenced by jeanne moutoussamy-ashe's book ��viewfinders black women photographers. the 1986 book took a historical look
philippines may get new law sing national anthem with spirit or face prison time	the supreme court in india ruled in november that movie theaters would be required to play the national anthem before screenings and that moviegoers would be required to stand nineteen
how they pulled off those perfectly timed stunts in baby driver'	advertisement how they pulled off those perfectly timed stunts in baby driver image from left jon bernthal eiza gonzález ansel elgort in car and jon hamm after a heist in
a crying baby next door	photo q i moved into a rental in murray hill last november unbeknown to me there is a baby next door who shares a wall with my apartment i understand
how donald trump misunderstood the f.b.i.	mccord had been carrying wiretapping gear at the watergate this was evidence of a federal crime the illegal interception of communications which meant the break-in was a case
how to fix mounting miseries on the subway political bickering isn't the answer	the lethal possibilities are why a derailment crisis in the 1970s and 1980s led to the creation of a state safety board in 1984 with the power to investigate public
passengers peered out the open door of a circle line train as	after a century syrian refugees return to armenia a century ago their ancestors sought shelter in syria after escaping the genocide perpetrated by the ottoman turks now syrian armenians reverse
bill cosby sexual safety guru here's a better idea	brock turner a former stanford student who was convicted last year of sexually assaulting an unconscious woman behind a dumpster said in a letter to the judge in his case
a bygone era of big city life	mehr licht more light were goethe's famous last words that deathbed declaration was also the title of fred stein's only book featuring images taken along fifth avenue which
an iraqi special forces soldier looked out at islamic state positions a photographer	after a century syrian refugees return to armenia a century ago their ancestors sought shelter in syria after escaping the genocide perpetrated by the ottoman turks now syrian armenians reverse
creating a garden oasis in the city	outdoor space in new york city is on many buyers wish lists but there just isn't enough to go around and a lot of what is available isn't that usable
american gothic and a grant wood retrospective are coming to the whitney	the exhibition will consist of about 130 works and feature many of wood's classic paintings depicting the pastoral life and landscapes of rural america in the 1920s and 30s but
residents in the cox's bazar and chittagong districts in bangladesh walked toward	after a century syrian refugees return to armenia a century ago their ancestors sought shelter in syria after escaping the genocide perpetrated by the ottoman turks now syrian armenians reverse
in long-secret fifa report more details but no smoking gun	still the dossier provided a troubling view of a deeply flawed voting process confirmed various news media reports from around the world in the years since the vote was taken
if we lose our health care ..	initially i was in the hospital for two days for a colonoscopy a pet scan and numerous blood tests since then i've had two more pet scans roughly 200 blood
steven cohen billionaire collector gives 50 million to moma	photo the museum of modern art has received more major help with its 400 million renovation and expansion project this time from the billionaire collector steven a cohen and
trump campaign chief's firm got 17 million from pro-russia party	the party of regions employed mr manafort to help rebrand mr yanukovych and his party which was long known as tilting toward russia as modernizers favoring closer ties to the
report on sexual abuse in u.s.a gymnastics urges culture change'	the result of that work was released online in a 100-page report on tuesday along with the recommendations which the governing body's board of directors said it would adopt to
a costly retraction for cnn and an opening for trump	by the afternoon mr trump's deputy press secretary sarah huckabee sanders was on live television scolding the white house press corps over the retraction even urging americans to watch a
u.k orders inquiry into cladding after grenfell tower fire	whirlpool which in 2014 acquired the manufacturer of the refrigerator that started the fire has urged owners of the fridge model to check their units photo the human toll of
health bill does not cut medicaid spending republicans argue	the explanation echoed by many republicans who see the bill as their best chance to repeal the affordable care act has reignited a debate over what counts as a cut
fact check the senate health care plan	does the health care bill in the senate live up to republicans promises we checked the facts related article senate health bill in peril as c.b.o predicts 22 million more
searching for amelia earhart once again this time there are dogs.	this mission which set off from fiji on saturday is a collaboration between national geographic the tour company betchart expeditions and the international group for historic aircraft recovery a nonprofit
a campus argument goes viral now the college is under siege.	after the dispute gained national exposure amplified by the professor's appearance on fox news his op-ed in the wall street journal and right-leaning websites heaping derision on their newest
subway derailment in manhattan injures dozens	one passenger aboard the southbound a train michelle ayoub said she was afraid she would die when the train suddenly lost control as it approached the 125th street station she
facebook free expression and the power of a leak	photo the first amendment protects our right to use social networks like facebook and twitter the supreme court declared last week that decision which overturned a north carolina law barring
what we're reading	new york times reporters and editors are highlighting great stories from around the web you can receive what we're reading by email and let us know how you like it
google fined record 2.7 billion in e.u antitrust ruling	the apparent focus on silicon valley has prompted accusations from some in the united states that the european union is unfairly targeting american companies officials in the bloc vigorously deny
on senate health bill trump falters in the closer's role	mr trump and his staff played a critical role in persuading house republicans to pass health care legislation in may with the president personally calling dozens of wavering house members
fire may be the only remedy for a plague killing deer and elk	it makes for ominous reading ��there's a lot that we still don't know and don't understand about the disease, dr zabel said in an interview advertisement continue reading the main
new york city approves rent increases for stabilized apartments	i'm angry and it's a shame,' ms matthews said explaining that she pays 500 a month in rent and receives 350 in income every two weeks ��these landlords they don't
cyberattack hits ukraine then spreads internationally	like the wannacry attacks in may the latest global hacking took control of computers and demanded digital ransom from their owners to regain access the new attack used the same
california today surf sun and bacteria	but winter was a different story as record rainfall swept through the state's cityscapes and pushed billions of gallons of runoff out to sea water quality plummeted advertisement continue reading
cyberattack hits ukraine then spreads internationally	like the wannacry attacks in may the latest global hacking took control of computers and demanded digital ransom from their owners to regain access the new attack used the same
a costly retraction for cnn and an opening for trump	by the afternoon mr trump's deputy press secretary sarah huckabee sanders was on live television scolding the white house press corps over the retraction even urging americans to watch a
shopping without instagram it's full of surprises	i shop without looking at either brand's instagram page as aimless as i can get with an assigned shopping trip to enter samuji i push on a rough-cut piece of
big music in small rooms fado	times journalists around the world bring you a new 360 video every day.
australia diverse and graying also johnny depp and a controversial push to decrypt	so what does the fresh ink show 1 what a diverse country australia may be the most culturally diverse country in the developed world around one in two australians have
why the far right wants to be the new alternative culture	an alternative' culture of course can't just consist of a cluster of media outlets it must evoke a comprehensive way of being a system of shared habits and sensibilities there
goodbye weapons! farc disarmament in colombia signals new era	some rifles will remain at the camps for security purposes until aug 1 the united nations inspectors said and rebel weapons caches were still being examined but for the most
police in helicopter attack venezuela's top court dropping grenades	elsewhere in caracas opposition members of parliament said they were being besieged by armed government supporters photo ernesto villegas venezuela's minister of communication and information said on national television that
how donald trump misunderstood the f.b.i.	mccord had been carrying wiretapping gear at the watergate this was evidence of a federal crime the illegal interception of communications which meant the break-in was a case
alain senderens a chef who modernized french food dies at 77	he put his ideas into practice at l'archestrate a seven-table restaurant that he opened in 1968 naming it after archestratus a gastronome of greek antiquity dishes like lobster with white
the weird mystic pull of southwest england	totnes and dartington during the 85-mile drive southwest to totnes from glastonbury somerset's plains and soft hills gave way to something wilder more wooded more forbidding before hitting the town
u.s has seen chemical weapons activity in syria pentagon says	on tuesday white house officials said only that mr trump's statement spoke for itself that silence added to the uncertainty about whether a new military confrontation with syria was looming
with 3 words supreme court opens a world of uncertainty for refugees	about four out of 10 refugees who come to the united states have no family ties in the country according to independent estimates in some cities known for taking in
the most popular buddhist nun cook in manhattan	on a recent tuesday morning in june the zen buddhist nun jeong kwan bounded across 72nd street and fifth avenue toward central park and the french chef eric ripert who
effects of takata bankruptcy to extend far and wide	photo tokyo takata the airbag manufacturer at the center of the world's largest auto safety recall filed for chapter 11 bankruptcy in the united states on sunday and said
after a century syrian refugees return to armenia	armenia is a small and largely homogenous country of just three million people so when thousands of refugees fleeing syria's conflict began arriving a few years ago their presence was
searching for amelia earhart once again this time there are dogs.	this mission which set off from fiji on saturday is a collaboration between national geographic the tour company betchart expeditions and the international group for historic aircraft recovery a nonprofit
