title	text
a woman uses dogs to help veterans	story highlights shari duval founded the non-profit organization k9s for warriors in 2010 after her son returned from iraq k9s for warriors provides service dogs to veterans suffering from ptsd
china makes its military more visible in hong kong	story highlights pla garrison in hong kong to take on combat rather than symbolic role military leaders say chinese aircraft carrier may soon make port call in hong kong hong
cyclist turns a death sentence into a race for diabetes	"(cnn when phil southerland was 7 months old he had symptoms of the flu was urinating frequently and had an unquenchable thirst ""my mom took me to one doctor who"
oil bust is blessing in disguise for saudi tech industry	few places in the world have felt the pain of low oil prices like saudi arabia cuts to the bloated public sector have changed the economic prospects for many saudis
without god life is still meaningful opinion)	story highlights ryan bell former pastor turned atheist says we don't need a divinity to find meaning bell the absence of god has made him appreciate life and its potential
the force is strong with this 4-year-old fighting cancer	(cnn callan kott's parents knew that something was wrong with their child when the 3-year-old looked pale and suddenly stopped singing karaoke at a christmas party in december 2015 the
liu xiaobo china's mild-mannered political firebrand	beijing cnn despite being one of china's most famous political dissidents liu xiaobo has rarely struck those who know him as a firebrand his mild manners and gentle voice belie
under trump fate of asia rebalance a question opinion)	samantha vinograd sam_vinograd served on the national security council from 2009 2013 including as director for international economics and the senior advisor to national security advisor thomas e donilon the
ptsd army veteran starts mma fight club to help others	"(cnn todd vance was serving in the us army when the september 11 attacks occurred ""i decided to re-enlist for another three years, he said and i asked to be"
protesters rally against cook county beverage tax	please enable javascript to watch this video chicago cook county's new beverage tax goes into effect this saturday july 1 a can the tax rally is being held today at
which generation has it worse opinion)	(cnn editor's note generation whining has become nearly a national pastime millennials say they have it the worst generation x feels neglected baby boomers are tired of being called narcissistic
on 6 degrees of climate change opinion)	cnn columnist john d sutter is spending the rest of the year reporting on a tiny number 2 degrees that may have a huge effect on the future of the
how alcohol advertising impacts underage drinking	kelly wallace is cnn's digital correspondent and editor-at-large covering family career and life read her other columns and follow her reports at cnn parents and on twitter kellywallacetv (cnn my
jimmy carter's 32-year passion project to build homes	story highlights jimmy and rosalynn carter have built homes for more than 30 years the jimmy and rosalynn carter work project started in 1984 habitat for humanity builds homes in
southern baptists denounce white supremacy	chat with us in facebook messenger find out what's happening in the world as it unfolds.
snap vote german mps to vote on same-sex marriage	story highlights german lawmakers will vote on same-sex marriage this week chancellor angela merkel said monday she would like to see vote of conscience on the issue germany lags behind
trump gop cutting holes in family health safety nets	(cnn nearly two years ago abby holmes and her husband jeremiah left their home and jobs in brooklyn for columbus ohio between 45 rent hikes and hyper-competitive hunts for a
public may soon have access to 300-year-old forest cbs dallas fort worth	fort worth cbsdfw.com Ä it‚Äôs a forest recognized nationally for its unique beauty and pristine condition but due to storm damage to access trails few public visitors have seen it
could you be allergic to these everyday things?	everybody knows somebody with an allergy to pollen dust pet dander or peanuts maybe you even have one of these common ailments yourself) but you may be surprised about some
mexico and the caribbean 12 all-inclusive resorts cnn.com	chris dwyer cnn Ä updated 15th june 2017 (cnn Ä if there's one thing better than guaranteed sunshine and blue skies on your next vacation it's the knowledge that there
today is international widows day and these are their stories	in many countries they're forced into marriage to retain their social status in some cultures they're stigmatized and around the world millions of them live in poverty and endure violence
germany erdogan guards not welcome after dc brawl	berlin cnn germany has warned turkey that members of president recep tayyip erdogan's security detail who were involved in a brawl in washington last month are not welcome in germany.
 the tale of one rescuer and one desperate day at sea	for 400 a dinghy and danger a few miles directly south of the moas ship hordes of people collect themselves on libyan beaches for the crossing after long journeys by
kuala lumpur nightlife the city's best bars cnn.com	emily ding cnn Ä updated 12th june 2017 editor's note Ä cnn travel's series often carries sponsorship originating from the countries and regions we profile however cnn retains full editorial
government says four cancer charities are shams	story highlights government says donors gave 187 million over four years to support luxury lifestyles private fundraisers donated funds used for luxury cruises trips to las vegas shopping ftc and
ghana sets out to make energy from its waves	but there's a catch how do you develop technology that can withstand the sea's harsh environment with minimum disruption to the ecosystem one israeli-based company yam pro energy believes it
barack obama america will take the giant leap to mars	(cnn one of my earliest memories is sitting on my grandfather's shoulders waving a flag as our astronauts returned to hawaii this was years before we'd set foot on the
dup agrees to prop up theresa may's uk government	story highlights government seals deal with democratic unionist party pm may secures governing majority london cnn britain's embattled prime minister theresa may has finally secured a governing majority in the
tziporah salamon new york's most stylish sexagenarian	new york cnn at this point we're in the gutter we're mainly in jogging clothes either sweats if you're sloppy or the lulalula-whatever that is but we keep it so
dc mural of prominent black figures repainted . without bill cosby	story highlights after the original painting started to chip the mural was redesigned with new portraits cosby didn't make the cut (cnn after over 50 years of loyalty an iconic
i was the unpopular kid now i'm a parent here's what i learned.	s.e cupp is the author of losing our religion the liberal media's attack on christianity, co-author of why you're wrong about the right and a columnist at the new york
dad listens to late daughter's heartbeat	after traveling 2,600 miles bill connor bonds with his late daughter by listening to her heartbeat from the donor who received her heart.
does more sweating mean a more intense workout?	story highlights how much you sweat doesn't necessarily correlate with how many calories you burn men tend to sweat more than women younger people sweat more than older (cnn for
going to church could help you live longer study says	story highlights women who attended services had lower rates of death during a study period they also had higher rates of social support and optimism and had lower rates of
tequila industry to heineken stop using our name	mexico wants heineken to stop taking the name tequila in vain the tequila regulatory council is threatening heineken heiny with legal action over claims that one of its beers includes
north korea not mauritania is world's slavery capital report says	john d sutter is a columnist for cnn opinion who focuses on climate change and social justice follow him on snapchat facebook and email the opinions expressed in this commentary
#thatsnotlove helping teens spot relationship abuse	kelly wallace is cnn's digital correspondent and editor-at-large covering family career and life read her other columns and follow her reports at cnn parents and on twitter kellywallacetv (cnn looking
love at first crunch	i never expected crickets to be my gateway bug eleven years ago a series of health concerns forced me to leave my carnivorous ways behind since then i've been one
white working-class americans have split on muslim immigrants	white working-class and worried is a cnn partnership with the kaiser family foundation an extensive survey of white working-class americans and voters who form a backbone of the support for
massimo bottura's secret passions	story highlights join famed chef massimo bottura for a drive around the beautiful streets of italy's modena modena italy cnn massimo bottura chef patron of the michelin three-starred restaurant osteria
serving up healthy meals and hope	sebastopol california cnn cathryn couch believes in the power of food to help people heal it's something the professional chef discovered 10 years ago couch was asked to teach her
health care's arc of history gop's remarkable move to the right opinion)	julian zelizer a history and public affairs professor at princeton university and a cnn political analyst is the author of the fierce urgency of now lyndon johnson congress and the
5 reasons why some nebraskans hate obamacare	(cnn just because someone's on obamacare doesn't mean they like it as cnn's jessica ravitz found out when she traveled to grant county nebraska it has the highest percentage of
guess who uses public libraries the most millennials	(cnn a public library may conjure up an image of a place where a septuagenarian is scouring for books on tape or a harried mom is trying to calm her
premarkets signs of spring?	after a strong finish to an otherwise flat first quarter markets look poised to begin april with a spring in their step u.s stock futures were higher tuesday and most
80 of cash carries cocaine and more	we live in a dirty world wherever we go we are among microbes bacteria fungi and viruses live on our phones bus seats door handles and park benches we pass
something very interesting happened on the senate steps monday night	story highlights it's an interesting moment and not just because of who was there it's interesting because it's the latest example of a grassroots mentality reaching the most powerful corridors
how the sugar industry sweetened research in its favor	(cnn scientists began to uncover a link between sugar and heart disease about 60 years ago and now the general consensus among experts is that sugar intake is associated with
why confusion leads seniors to turn down home health care	the 84-year-old man who had suffered a mini-stroke was insistent as he spoke to a social worker about being discharged from the hospital he didn't want anyone coming into his
finding peace in a world of terror	"philadelphia cnn inside the group's sacred circle a young muslim visitor adjusts her salmon pink hijab clears her throat and asks the question that could shatter trust ""do you think"
has banksy's identity been revealed?	photos banksy the elusive street artist the original version of banksy's artwork features a red balloon the print offered to voters in the bristol area showed a balloon colored like
do we need more fake holidays opinion)	j.j mccullough is an editorial cartoonist and writer the opinions expressed in this commentary are solely those of the author (cnn thursday is national granola bar day and national hug
roger stone agrees to meet with house intelligence committee	washington cnn president donald trump's longtime confidante roger stone will testify before the house intelligence committee on july 24 in a closed session stone's expected testimony follows news that democratic
when the coral disappears so will they	john d sutter is a columnist for cnn opinion who focuses on climate change and social justice follow him on snapchat facebook and email this story is part of a
the app making healthcare accessible in south africa	story highlights aitahealth helps specialists reach those who don't have access to hospitals the app passes on information about infections to the government this story is part of a special
northern enclosure alaska's one-house town home to hundreds	the only way to reach whittier in the dead of winter used to be by boat when the weather permitted or by train when the weather permitted that was until
mediterranean diet wins again helps bones	story highlights study finds that postmenopausal women who ate a mediterranean diet were at lower risk for hip fractures results of the study suggest a healthy diet might play a
malaysia balloon trips floating over putrajaya cnn.com	ronan o'connell cnn Ä updated 12th june 2017 editor's note Ä cnn travel's series often carries sponsorship originating from the countries and regions we profile however cnn retains full editorial
david axelrod georgia 6th loss isn't death knell for democrats opinion)	david axelrod is cnn's senior political commentator and host of the podcast the axe files he was senior adviser to president barack obama and chief strategist for the 2008 and
should we give a damn about the oxford comma opinion)	story highlights a judge recently ruled in favor of maine truckers because of a missing oxford comma john mcwhorter oxford commas ward off ambiguity but need not be used all
with cameras banned cnn sends sketch artist to white house briefing	the white house has been prohibiting cameras at some press briefings so on friday cnn got creative and sent a sketch artist bill hennessy the network's regular sketch artist for
the economy stinks but i'm doing ok say working class whites	social security is running out of money america gives too much aid to other countries nothing is made in the u.s.a anymore those are some of the reasons why working
one chicago cop's solution stop the violence before it starts	chicago illinois cnn jennifer maddox is no stranger to the violence in the city of chicago for more than two decades as a member of the chicago police department she's
sulley muntari midfielder would support player boycott against racism	(cnn he has played for some of europe's top soccer clubs and represented ghana in three world cups but sulley muntari says he experiences racism every day the footballer adds
why us health care costs defy common sense opinion)	elisabeth rosenthal is editor-in-chief of kaiser health news an independent nonpartisan nonprofit newsroom focusing on health and health policy in washington dc she is a nonpracticing physician former new york
what if this was your daily commute?	the images nameless faces pressed up against windows their expressions frozen in visible discomfort the glass around them wet with condensation are snapshots of everyday commuter life for many of
sriracha now comes in to-go packets	story highlights the spicy rooster sauce is now even more convenient to carry around hot sauce lovers in the u.s can now find sriracha to-go packets (cnn sriracha fans are
should you eat three big meals or many mini-meals?	(cnn in the nutritional world conventional wisdom suggests that the more often you eat the more likely you are to burn off those calories and control hunger pangs and so
one-third of world now overweight with us leading the way	(cnn more than 2 billion adults and children globally are overweight or obese and suffer health problems because of their weight a new study reports this equates to one-third of
'the big sick' healthy box office sends big message	(cnn despite only opening in limited release the big sick is enjoying some big attention for its box office gross over the weekend the romantic comedy starring kumail nanjiani took
athletes allege abuse racism at u of illinois	it was a separate practice for women's basketball players at the university of illinois a majority of them black where athletes were often allegedly harassed and attacked for things that
the endless table how recipes keep memories alive	(cnn chef jody adams father thomas knew his health was declining when he could no longer complete the new york times crossword puzzle the brown university rare books librarian had
sugar why it's so hard to kick the habit	(cnn it seems like we're always being told to cut down on sugar but for many of us that's easier said than done sugar is hard to avoid even for
how much the great barrier reef is worth and what there is to lose	(cnn australia's great barrier reef has long been considered one of the world's natural wonders but now we know how much some economists think it's really worth based on the
the abortion travel agent and other tales from texas new desert	austin texas cnn daytime turns to dusk as natalie st clair's phone lights up with text messages they come from clients across the vast lone star state one needs a
tennis player with autism slices up the competition	(cnn brittany tagliareni is not your typical tennis player before a match she needs help tying her shoes and putting her hair in a ponytail but none of that matters
theater is therapy for kids with hearing loss	"as a teacher christie had been helping them learn to speak and listen theater she realized brought a noticeable improvement in their oral language skills and self-esteem ""when you have"
johnny depp's threat remark was stupid and protected speech opinion)	danny cevallos is a cnn legal analyst who practices in the areas of personal injury wrongful conviction and criminal defense in pennsylvania new york and the us virgin islands at
tokyo pov locals share tips on japan's premiere city cnn.com	karla cripps and melissa hassett cnn Ä updated 21st june 2017 it doesn't matter how many times you've visited tokyo it doesn't even matter how many years you've lived there
the disruptors	a shift has occurred in the year since michael brown‚Äôs death sparked unrest in the streets of ferguson missouri on august 9 2014 national conversations have arisen around issues affecting
trump could start a trade war this week	president trump could get a lot tougher this week on america's top trading partners his administration could slap big tariffs on shipments of steel from other countries claiming they pose
hot dog nation	photos hot dog nation the hot dog is a staple to american summer holidays take a look at hot dogs in america throughout history hide caption 1 of 21 photos
haley an unprecedented step on human rights	story highlights nikki haley widespread human rights violations a warning sign that breakdown in security is coming syrian war just one example of how such violations can spiral into all-out
america's freedom depends on the press opinion)	lewis beale writes about culture and film for the los angeles times newsday and other publications the opinions expressed in this commentary are solely those of the author (cnn withholding
pregnant irish child seeking abortion sent to psychiatric clinic report says	story highlights a pregnant irish minor wanted an abortion but was placed in a psychiatric clinic according to a new report the girl was detained for days (cnn a pregnant
baby boomers five reasons they are our worst generation	wow so it looks like we have a budget deal in washington a debt ceiling and spending crisis has been averted it‚Äôs good news but let‚Äôs all calm down it‚Äôs
rape and domestic violence could be pre-existing conditions	(cnn jody neal-post has been reading about the health care law debate with worry these days she's worried about how the new health care law won't carry protections for all
no effect for kids of same-sex parents	(cnn a new study in the journal of developmental and behavioral pediatrics finds that the kids really are all right despite the ongoing cultural debate around same-sex parenting the new
the loneliest club	washington cnn they call themselves the club no one wants to join they are perhaps the loneliest club they are also the most determined members hail from virginia to california
six ways to reduce allergy risk in kids	six ways to reduce allergy risk in kids photos six ways to reduce allergy risk in kids some studies have linked certain objects or behaviors to the possible reduction of
laquan mcdonald death officer jason van dyke faces new charges	story highlights jason van dyke is indicted on 16 counts of aggravated battery with a firearm van dyke is accused of shooting a chicago teenager 16 times in october 2014
marawi under siege battle against isis in the philippines	iligan philippines cnn during the rainy season on the southern philippines island of mindanao storms are foreshadowed by flashes of lightning in the distance visible above the treetops when the
grieving father i don't play trump songs anymore'	(cnn last year kraig moss sold the equipment for his construction business in upstate new york and stopped making mortgage payments so he could follow donald trump on the campaign
2016 last call for working class whites?	washington cnn the biggest story of the 2016 election is undoubtedly the rise of donald trump and behind the republican nominee is a group in its last throes as the
rand paul's hopes for a flat tax	when it comes to taxes rand paul wants them simple and flat the blunt-spoken libertarian-leaning senator from kentucky who won the 2016 presidential straw poll among leading conservatives favors a
ana ro≈° the female chef putting slovenia on the map	(cnn five years ago few people would have put trying slovenian food on their bucket list nestled between italy austria hungary and croatia the tiny country of two million people
help talking to kids about sex	kelly wallace is cnn's digital correspondent and editor-at-large covering family career and life read her other columns and follow her reports at cnn parents and on twitter kellywallacetv (cnn when
university sues connecticut over gender-neutral bathrooms	one of the country's oldest universities is suing connecticut because it wants to turn some bathrooms into gender-neutral restrooms yale university filed the suit on friday according to court records
many women don't know birth control options survey shows	kelly wallace is cnn's digital correspondent and editor-at-large covering family career and life read her other columns and follow her reports at cnn parents and on twitter kellywallacetv (cnn on
coolest gadgets to kick off summer	it's time to power-down your phone put on some spf 30 and head outside for bbqs hikes and the beach days but you don't have to give up all technology
global view of us worsens under trump pew says	(cnn the world has little confidence in us president donald trump compared to his predecessor barack obama according to a new report by pew research surveys of residents in 37
south korea's new presidential pooches and why they matter	story highlights in south korea abandoned animals have 10 days to be adopted or they are killed unusually president moon has brought rescue pets to the blue house jasper kim
aarp comes out against house gop health care bill	story highlights the aarp comes out against the bill it's the latest heavyweight to join opposition to the house gop plan washington cnn the aarp issued a statement on tuesday
body camera video shows fatal police shooting	dominique heaggan-brown a former milwaukee officer is charged with first-degree reckless homicide in connection with the shooting death of sylville smith police body camera footage of the 2016 incident was
no tapes trump has us through the looking glass opinion)	michael d'antonio is the author of the book never enough donald trump and the pursuit of success st martin's press) the opinions expressed in this commentary are his (cnn as
restaurants pack in as many calories as fast food chains	(cnn many chain restaurants and fast-food joints now post calorie information on their menus even before they will be required to by federal law at the end of 2016 making
demario jackson breaks silence on paradise and claims corinne was the aggressor	story highlights demario jackson sat down with e news to tell his side of the story about what went down while filming bachelor in paradise jackson said corinne olympios did
one-month sugar detox a nutritionist explains how and why	(cnn if you've read about the latest wellness trends you may have entertained the idea of a diet detox but whether you've considered juicing fasting or cleansing in an effort
bill nye science made america great	story highlights the us has long respected and promoted science nye writes nye science is being undermined by ideological forces motivated to maintain the status quo bill nye known as
the week in 29 photos	a priest left and a crew member from the rescue group moas lay a wreath for migrants who drowned wednesday may 24 when their boat capsized off the coast of
teacher goes above and beyond for students	story highlights sonya romero is a teacher at lew wallace elementary school in new mexico during her 18 years of teaching romero has provided food and clothing to her students
parental burnout it's really a thing	kelly wallace is cnn's digital correspondent and editor-at-large covering family career and life read her other columns and follow her reports at cnn parents and on twitter kellywallacetv (cnn like
social media travel couples it's not all fun and romance cnn.com	danae mercer cnn Ä published 26th june 2017 (cnn Ä in 2015 australian travel blogging duo alesha bradford and jarryd salem of nomadasaurus opened up about the struggles of being
grindr is effective for giving out hiv test kits	story highlights the app grindr is an effective way to distribute hiv self-test kits a study shows researchers think making hiv testing available through mobile tech can prevent virus spread
what happens if astronauts get sick in space?	(cnn doctors can't make house calls to the international space station but even if they could earth's routine practices like setting up an iv taking a blood sample or even
cdc survey teens are still having sex most use contraception	story highlights the national survey of family growth has tracked teen sex in the us since 1988 numbers of teens having sex using birth control are not much changed in
prince philip the man behind the queen	chat with us in facebook messenger find out what's happening in the world as it unfolds.
transcripts	return to transcripts main page cnn transcripts for june 18 2017 note this page is continually updated as new transcripts become available if you cannot find a specific segment check
how to help educate girls around the world	watch we will rise michelle obama's mission to educate girls around the world on cnn international on october 11 and on cnn on october 12 (cnn some 62 million girls
how to stop the sixth mass extinction	john d sutter is a columnist for cnn opinion who focuses on climate change and social justice follow him on snapchat facebook and email this story is part of a
hong kong looking for an exit 20 years after handover to china	hong kong cnn terence tam's dad fled to hong kong from china during the political chaos of the cultural revolution to make a better life for himself and his family
separated twins move to rehab after emotional farewell	new york cnn jadon and anias mcdonald the twins born joined at the head whose separation surgery captivated millions around the world were gently placed in a red wagon they
scotus allows parts of trump's travel ban	the supreme court announced that it will allow parts of president trump's travel ban on six muslim majority countries and will hear the full case this fall cnn's jessica schneider
jetwest aims to be easyjet of africa'	the nation's leading carrier was recently taken over by the government to prevent it collapsing a crumbling runway closed the capital's international airport for six weeks the whole sector has
gatsby's rescue from dog meat farm changed my life opinion)	randi kaye is a cnn anchor and correspondent you can follow her on twitter facebook and instagram the opinions expressed in this commentary are hers warning this article contains graphic
caviar guide pro shares his tips on sturgeon roe cnn.com	margaret heidenry for cnn Ä updated 23rd march 2017 (cnn Ä they look like diamonds, says alexandre petrossian as he holds a tin of caviar under the light the fish
'i'm the person they call when people die'	(cnn remember this can only end badly. that's what my husband says anytime i start a story he's right so this carpenter is sitting on a sidewalk in midtown manhattan
stress really is killing us opinion)	daniel keating is a professor of psychology at the university of michigan and author of born anxious the lifelong impact of early life adversity and how to break the cycle
would trump make a good royal opinion)	rob crilly is a british journalist living in new york he was the telegraph's afghanistan and pakistan correspondent and was previously the east africa correspondent for the times of london
25 of the most iconic photographs	photos 25 of the most iconic photographs alfred eisenstaedt's photograph of an american sailor kissing a woman in times square became a symbol of the excitement and joy at the
lasting lessons from a real fault in our stars couple	(cnn they became known as the real fault in our stars couple and soon became nearly as famous as the couple in the novel and movie katie donovan and dalton
when i witnessed death by appointment opinion)	dean miller is a career journalist former director of the stony brook university center for news literacy and currently at work on several manuscripts including a citizen's guide to finding
otto warmbier was in state of unresponsive wakefulness	otto warmbier the college student who was detained in north korea for more than a year was in a state of unresponsive wakefulness said doctors at the university of cincinnati
refugees find hope on soccer field classroom	"""i was taking a drive to clarkston georgia to visit a middle eastern grocery store, she said on my way home i missed my turn and i had to turn"
nycxdesign 2017 sight unseen's ones to watch	story highlights nycxdesign is a program of design events and exhibitions running may 3-24 2017 throughout the city the sight unseen offsite exhibition opens may 19 2017 this is part
new zealand's mount ruapehu volcano heating up cnn.com	claire moran for cnn Ä updated 12th may 2016 (cnn Ä hikers in new zealand are being urged stay away from the crater lake of a volcano featured in the
did trump just draw red line on syria?	chat with us in facebook messenger find out what's happening in the world as it unfolds.
can forgotten rubella children of the 60s hold clue for zika babies?	brooklyn new york cnn one side of the bedroom is an explosion of pink from the hair accessories and dangling trinkets to the stuffed animals and laundry hamper the other
another big malware attack ripples across the world	hackers launched blistering ransomware attacks tuesday against companies and agencies across the world particularly targeting ukranian businesses major global firms reported that they had been targeted including british advertising agency
kardashian west shows there's no one way to be a mom opinion)	peggy drexler is the author of our fathers ourselves daughters fathers and the changing american family and raising boys without men. she is an assistant professor of psychology at weill
a four-day workweek could be hazardous to your health	many employers and employees love the thought of a four-day workweek supposedly a four-day work schedule allows workers extra time to pursue leisure activities and family togetherness spurred on by
japanese inventions that changed the world	photos japanese inventions that changed the way we live japan is a nation of inventors but it hasn't just given us robots laptops and reliable cars it also has a
learning to be a fighter young mom struggles with parkinson's	(cnn sometimes you don't know the exact moment when your life has changed for monica schulman 38 one of the first signs that her health her life had changed was
why the court's church decision was a no-brainer opinion)	story highlights ilya shapiro trinity lutheran court decision was hardly surprising given that it was an issue of inclusion of churches the next religious liberty case will be tougher because
police arrest 8 in deadly colombia mall explosion	story highlights a militia has been linked to the attack the city's mayor said the blast was a cowardly terrorist act (cnn eight people were arrested in connection with the
biden on colbert shockingly frank and noble	jay parini a poet and novelist teaches at middlebury college in vermont his newest book is empire of self a life of gore vidal, which comes out in october the
dragon boat racing	hong kong cnn take a seat next to the paddlers in a long and narrow dragon boat as they row in unison to the beat of a drum and race
inside north korea's biggest party	pyongyang north korea cnn the day of the sun is north korea's largest annual celebration see the thousands of people that dance in unison to celebrate the kim dynasty and
the future of cars self-driving and electric	our terms of service and privacy policy have changed by continuing to use this site you are agreeing to the new privacy policy and terms of service.
cnn employees resign after retracted article	three cnn journalists including the executive editor in charge of a new investigative unit have resigned after the publication of a russia-related article that was retracted thomas frank who wrote
t.j miller probably won't ever return to silicon valley'	(cnn erlich bachman has likely said goodbye to silicon valley for good though sunday night's season finale left the door open for a return at some point for the contentious
the supreme court finally handed trump a travel ban victory	(cnn ever since donald trump signed the first executive order banning people from seven countries from entering the u.s on january 27 it's been nothing but trouble within 24 hours
your hero could be a cnn hero!	(cnn they're your friends your colleagues your family members or maybe someone you read about they are cnn heroes each of whom shows how one person can truly make a
new social media feature has parents on edge	a new feature on the popular social media site snapchat that can pinpoint a users exact location has parents concerned about their children's safety snapmap allows users to track down
girls behind bars tell their stories	(cnn when photographer richard ross wants to talk to a child at a juvenile detention center he knocks on their cell door he asks them if he can come inside
poll us image suffers under president trump	chat with us in facebook messenger find out what's happening in the world as it unfolds.
children's bedrooms around the world	story highlights children and their bedrooms are shown in the photo series where children sleep the 56 diverse photos portray a world of poverty and privilege (cnn a child's bedroom
2017 crystal ball	there is no olympics and no us presidential election in 2017 so we‚Äôve added some new questions this year where will donald trump visit first as president who will win
foreign exchange program in need of more host families in clark county	las vegas ktnv a foreign exchange program is in need of families to host students in clark county jenny sin is a foreign exchange student from korea last semester she
vietnamese girls sold as child brides in china	the names of the trafficked girls in this story have been changed to protect their identities lao cai vietnam cnn when i woke up i didn't know that i was
baby reunited with family after surgery to remove parasitic twin	(cnn six weeks after a risky but successful surgery in the united states to remove her parasitic twin an 11-month-old called baby dominique has been reunited with her family in
working class whites blame washington but still want more government help	all his life chris olah was told you can't trust the government his grandfather and his father drilled it into his head that you have to rely on yourself and
how two architects are transforming chinese villages	hong kong cnn as young architects in hong kong in 2005 joshua bolchover and john lin were in the right place at the right time china was urbanizing at an
is dark chocolate good or bad for health?	(cnn who doesn't love chocolate even if it's not your favorite sweet treat you can probably agree that the confection conjures thoughts of love pleasure and reward but in case
us lists china as among worst human trafficking offenders	(cnn a new us state department report lists china as among the worst offenders for human trafficking joining countries including russia syria and iran on the lowest rung of the
bees are dying what can we do about it?	(cnn maybe you could stand to live in a world without honey but what about almonds pears avocados grapes and dare we say wine most plants rely on bees and
climate change 7 questions on 2 degrees opinion)	cnn columnist john d sutter is spending the rest of the year reporting on a tiny number 2 degrees that may have a huge impact on the future of the
singapore sling gets a makeover cnn.com	gillian rhys for cnn Ä updated 15th march 2017 editor's note Ä cnn travel series often carry sponsorships originating from the countries and regions we profile however cnn retains full
nudity doesn't shock us anymore	story highlights peggy drexler male models at rick owens paris runway show wore clothes that exposed their penises she says as we become harder to shock the culture keeps going
gop senators unhappy with ads against dean heller	washington cnn after senate majority leader mitch mcconnell announced he would postpone a vote on a bill to repeal obamacare a group of stunned republican lawmakers went to the white
photographer ami vitale on documenting a minor miracle'	this feature is part of pixel a new series that turns the lens on some of the most inspiring photographers from around the world see more here (cnn ami vitale
stage version of 1984 makes audiences faint vomit scream	story highlights stage version of iconic novel 1984 debuts on broadway its harsh visuals and graphic torture porn scared some audience members (cnn 1984 has come to broadway and it's
illinois could soon become america's first junk state	illinois could go down in history as the first u.s state with a junk credit rating the rating firm standard poor's says it will probably give the state that embarrassing
texas water park for the disabled takes accessible to the next level	story highlights admission to san antonio park is free for those with disabilities the park will provide specialized waterproof wheelchairs for free (cnn when the morgan's inspiration island water park
boris mikhailov's surreal photos	(cnn at first photography was just a hobby for boris mikhailov it was only after was fired from his engineering job following a kgb raid in the 1960s they discovered
fleeing isis in the philippines i will never go back to marawi'	iligan philippines cnn following a shock attack by isis-aligned militants which captured the southern philippines city of marawi last month hundreds of thousands of its weary citizens have fled the
eu we're not biased against google or any american company	the decision by europe's top business regulators to fine google 2.7 billion sparked immediate accusations of protectionism and anti-american bias the fine announced tuesday is a record but it's not
'veep finale circles back to the campaign trail	(cnn the following contains spoilers about the veep season finale for veep and its central character selina meyer the indignities associated with life as a former president are going to
activist hosts black guns matter meeting in twin cities wcco	wander minnesota minnesota festivities in julysummer is prime festival season in minnesota and there's something for just about everyone best american history vacation spotsa look at five of the best
how to protect your retirement savings from a crash	since the market hit rock bottom about eight years ago it has been steadily improving and investors have seen skyrocketing stock prices and annual returns unfortunately those spectacular averages won't
the images saudi arabia doesn't want you to see	(cnn batool ali is six years old though you would never guess that from her huge haunted eyes and emaciated frame ribs jutting out over her distended belly batool weighs
ritz-carlton's new yachts will be luxury hotels at sea cnn.com	lilit marcus cnn Ä updated 22nd june 2017 (cnn Ä luxury hotels are always looking for ways to outdo each other from death-defying infinity pools to custom lobby fragrances but
veteran says u.s army owes him nearly 30,000 in unpaid retirement benefits	please enable javascript to watch this video mount joy pa when josh bishop left the united states army this wasn't how he envisioned his life that is mainly because he
healthiest cities	copenhagen is a bustling city full of ambitious professionals and young families yet working long hours here is frowned upon just 2 of employees in copenhagen work 40 hours a
brain drain to the west inside iran's mit'	tehran iran cnn sporting earbuds and sagging backpacks students lounge on patches of grass shaded by trees from the harsh sun they sit in the library hunched over laptops massaging
mesmerizing photos of abandoned structures	(cnn the derelict is not the first thing that most people would choose to study but neglected and rotting structures are photographer brian precious decay's specialty a 40-year old executive
police show support for tunkhannock‚Äôs Äúlemonade kid‚Äù	please enable javascript to watch this video tunkhannock the outpouring of support for a boy who had money swiped from his lemonade stand over the weekend continued into monday in
this doctor can feel your pain	"(cnn dr joel salinas was in medical school the first time he saw a man die ""someone is doing compressions . and as this is going on i'm feeling the"
schools knew of trouble before student deaths	(cnn nolan burch s parents didn't know what west virginia university knew that the fraternity their son was pledging had a history of bad behavior and was about to lose
new study casts doubt on the benefit of seattle's 15 minimum wage	seattle wanted to help workers when it voted in 2014 to gradually hike its minimum wage to 15 an hour but a controversial new study out monday shows that the
transcripts	return to transcripts main page cnn transcripts for june 24 2017 note this page is continually updated as new transcripts become available if you cannot find a specific segment check
new law will restrict women's access to health care experts fear	(cnn away from the cameras president donald trump quietly signed a bill thursday that allows states to withhold federal funds from organizations that provide abortion services this is not the
why data is key in the fight for gender equality	(cnn when does a child stop being a child and become a girl or a boy a difficult question which can have serious consequences for children according to a new
chipotle's menu as curated by a nutritionist	(cnn considering that so many americans consume a large percentage of meals outside the home how do you reach nutrition goals with so many options we've done the legwork for
redstone arsenal no active shooter found at alabama army post	story highlights investigators are looking at why there were 911 calls at army's redstone arsenal post the base in northern alabama was locked down for several hours (cnn part of
insect venom shortage could be dangerous for those with allergies	as summer begins signaling peak time for insect stings allergists across the u.s are warning of a shortage of a little-known but crucial product honeybee hornet and wasp venom extracts
'trumpcare would send her to mexico for birth control	as far as health care needs go that's pretty simple but the california couple says that if the republican alternative to obamacare becomes law they'll be driving over the border
