title	text
sheriff fleeing burglar shoots back into home kills accomplice running behind him	sheriff david davis said a burglar fleeing a female resident turned and shot back into the house, killing accomplice running behind him.
woman sues casino for giving her a steak dinner instead of a 43 million jackpot	a woman is suing a casino after a slot machine told her she won a 43 million jackpot but the casino claimed it was an error and offered her a free steak dinner instead.
rep chris collins alexandria attack a reminder americans must be armed for self-defense	rep chris collins r-ny said the alexandria attack reminded him that americans must be armed for self-defense.
tim cook eric schmidt jeff bezos praise trump admin after white house tech meeting	some of the top ceo’s of technology companies in america met with donald trump at the white house on monday praising him for hosting an afternoon summit on important tech issues.
wayne lapierre if violent left attacks they will face freedom in the hands of the american people’	following news that the alexandria baseball field attack was carried out by a committed leftist nratv tweeted a video of wayne lapierre saying the violent left will face freedom in the hands of the american people if they attempt to bring terror to our communities our neighborhoods or into our homes.”
judicial watch susan rice unmasking documents moved from nsc to obama library	the national security council cannot hand over records relating to former national security adviser susan rice’s surveillance of americans because they have been moved to the obama presidential library and may be sealed for as many as five years conservative watchdog judicial watch announced monday.
donald trump signals willingness to work with tech ceos on immigration	president donald trump met with several ceos of silicon valley technology companies at the white house on monday welcoming their efforts to help make government more efficient.
ferenstein my experiment with a cheaper legal obamacare alternative that rewards healthy lifestyles	i have been experimenting with an obscure obamacare alternative that i believe holds an answer to declining health and more importantly is something that congress should protect as it considers overhauling the nation’s healthcare law.
ossoff campaign told volunteers to say he lives three blocks away from the district, but reporter shows distance is three miles	it has been reported for several months that jon ossoff the democratic candidate seeking to win the special election in georgia’s sixth congressional district on tuesday does not live in the district.
staffing-up continues at doj	two important political appointees were named to deputy attorney general rod rosenstein’s team at the department of justice monday.
mexico city to spend 5m on u.s migrant housing	the mayor of mexico city is working with two major u.s municipalities to fund nearly 5 million in migrant housing the money will be used to operate shelters in los angeles and chicago for the next seven years.
gop freedom caucus calls to cancel august recess gaining momentum in congress white house	republicans in congress having largely failed to enact any big money items of the agenda on which they were elected are reportedly considering scrapping the august recess in an effort to pass some parts of their agenda.
white house looking for press secretary to replace sean spicer at podium	senior white house aides and press secretary sean spicer are searching for a new face at the white house podium according to several reports.
election eve poll in georgia’s sixth congressional district republican handel leads by 2	republican karen handel leads democrat jon ossoff by two points in the final poll of georgia’s sixth congressional district special election released by the trafalgar group late monday afternoon.
scotus throws cold water early on obama’s partisan gerrymandering project	the u.s supreme court made headlines monday with its acceptance of a case that argues whether legislative maps can be ruled unconstitutional simply due to the partisan advantages that may be gained from their designs some election law experts contend the matter is a means to an end in transferring redistricting powers—commonly held in legislative branches—to commissions not directly answerable to the electorate.
donald trump unleashes twitter support for karen handel	president donald trump took to twitter to support republican congressional candidate karen handel on monday just hours before voters in georgia go to the polls.
dem candidate jon ossoff opposes georgians right to self-defense on campus	democrat jon ossoff talks pro-gun but actually opposes georgians right to self-defense on public college and university campuses.
university of georgia socialist group under police investigation after calling for beheading republicans	a student group at the university of georgia is facing a police investigation after saying on twitter that republicans should be guillotined.”
in search of a star desperate democrats turn to losing candidate under age 40	the democratic party’s future in american politics is currently in such dire straits that the party has begun rallying around a failed senate candidate as its potential future face.
report personal info of nearly 200 million voters left vulnerable by analytics firm	a data analytics contractor employed by the republican national committee rnc left databases containing information on nearly 200 million potential voters exposed to the internet without security allowing anyone who knew where to look to download it without a password.
let the good times maga economic optimism surges to record high as trump gets credit for the economy	americans see good things ahead for wages stocks home prices according to a cnbc survey.
supreme court strikes down ban on racially disparaging trademarks	the supreme court affirmed the court of appeals for the federal circuit monday holding that a law prohibiting disparaging trademarks violates the first amendment.
soros legal alum helps get illegal alien ms-13 member released	an illegal alien ms-13 gang member was released by a federal judge after two immigration attorneys lobbied for his release.
white house tech summit includes discussion of h1-b visas	president donald trump and his team of white house officials will discuss the issue of h1-b visas during the tech summit monday an issue of high importance for ceos in the tech industry.
jared kushner speaks at white house tech summit	white house senior advisor jared kushner spoke at the opening of the widely-publicized tech summit praising the private sector for coming to the white house to discuss policy and tech solutions.
wapo admits single-payer health care would be astonishingly expensive	the washington post dealt a blow to a liberal pipe dream sunday when the outlet’s editorial board highlighted the problems with single-payer health care arguing that it would be astonishingly expensive unless doctors are paid less and americans are prepared to accept different standards of access and comfort.”
delingpole trump is western democracy’s last man standing against the green terror	donald trump is the only leader left in the world defending western democracy against eco fascism.
jose cardenas trump put america’s cuba policy back on solid moral ground’	on monday’s breitbart news daily jose cardenas who served as acting assistant administrator for latin america at the u.s agency for international development under president george w bush strongly supported president trump’s cuba policy.
caddell anti-trump resistance rhetoric fueling raging fever in unbalanced people	pat caddell talked all things media and president trump with breitbart news daily siriusxm host alex marlow on monday.
latest polls show georgia’s sixth congressional district special election is a statistical tie	the two most recent polls in georgia’s sixth congressional district special election to be held on tuesday show the race is a statistical tie between democratic candidate jon ossoff and republican candidate karen handel.
southern baptist convention funding planned parenthood is subsidizing piracy of defenseless infants’	the southern baptist convention sbc approved a resolution last week that calls for the defunding of and investigation into planned parenthood over allegations the abortion business sells the body parts of aborted babies for a profit.
fox news anchor eric bolling considering senate run against establishment republican	fox news anchor eric bolling has revealed that he is considering a primary challenge against a sitting republican senator who he believes is not sufficiently conservative.
graphic tourist streams mass shooting at myrtle beach on facebook live	a tourist used facebook live to stream a mass shootout that took place in myrtle beach south carolina early on sunday.
gorka syria strike consistent with trump campaign position	dr sebastian gorka deputy assistant to the president and former national security editor for breitbart news discussed president trump’s cuba policy america’s downing of a syrian warplane and the release of american hostage otto warmbier from north korea on monday’s edition of breitbart news daily.
gainor megyn kelly’s alex jones interview would be called a hit job on anyone else	dan gainor vice president of business and culture at the media research center joined breitbart news daily host alex marlow on monday to discuss media reaction to the left-wing shooter of rep steve scalise r-la and the megyn kelly interview with alex jones of infowars.
exclusive watch israeli envoy dani dayan campaign to silence pro-israel voices on u.s campuses a real war’	new york addressing the phenomenon of the boycott divestment and sanctions bds movement targeting the jewish state dani dayan the consul general of israel in new york declared that the real war is the intimidation disruption and attempted silencing of pro-israel voices on u.s college campuses.
jared kushner jason greenblatt to mideast to advance israeli-palestinian negotiations	tel aviv senior white house advisor and president donald trump’s son-in-law jared kushner will travel to the middle east this week in order to advance a peace deal between the israelis and the palestinians according to a white house official.
washington redskins spike football after asian slants band’s trademark victory at supreme court	the washington redskins won at the supreme court on monday without taking a case there.
supreme court strikes down n.c law barring sex offenders from social media	the u.s supreme court ruled unanimously on monday that a north carolina statute that prevents registered sex offenders from accessing social media sites where children are known to be online violates the first amendment.
exclusive karen handel i intend to have the last laugh when i win’	republican congressional candidate karen handel told breitbart news on monday morning that she intends to overcome nancy pelosi’s democrats and liberal media bias by winning the special election for georgia’s 6th congressional district on tuesday.
texas joins 10-state coalition supporting trump’s sanctuary city order	the texas attorney general filed an amicus brief in support of a 10-state coalition fighting a court ban on president donald trump’s executive order on sanctuary cities.
cnn contributor blames breitbart white house for london attack	cnn contributor dean obeidallah told cnn during sunday evening’s live coverage of the apparent terror attack outside a mosque in finsbury park in london that breitbart news was to blame for inciting the attack.
once moderate the islamic maldives turning radical putting tourists in danger	after the disappearance of one journalist and the murder of a second government officials of the once moderate islamic maldives island chain are worried that radical islam is growing in strength putting at risk the lives of millions of western tourists who go there to soak up the tropical paradise.
iran launches retaliatory strikes on islamic state in syria	iran’s islamic revolutionary guards corps irgc launched six missiles into the deir ez-zor region of eastern syria on sunday a province that is home to islamic state militants and civilians in retaliation for the jihadi group’s series of attacks in tehran on june 7 which left 18 dead and dozens injured.
corbyn goes full socialism doubles down on chavez-style illegal property seizures in london	labour leader jeremy corbyn has reiterated his call for venezuela-style property requisitions in london to house people who lost their homes in the grenfell tower fire.
moscow stands with syria says u.s downing of warplane act of aggression’	russia’s deputy foreign minister sergei ryabkov condemned the united states on monday for shooting down a syrian warplane describing it as an act of aggression.
kamala harris fundraises off senate interruptions	senator kamala harris d-ca has become notorious over the past several weeks for interrupting witnesses testifying on capitol hill or to her liberal fans for being silenced by her white male republican colleagues now she is turning those confrontation into campaign dollars.
exclusive author explains how electromagnetic pulse attack can destroy north america	an electromagnetic pulse emp weapon detonated over north america’s atmosphere would strike everything within its line of vision overheating vital transformers and ultimately taking out that region’s electric grid leaving the population vulnerable to cyber and physical attacks and threatening the very lives of large portions the population.
exclusive congressman on hodgkinson’s hit list warns of rise of militant left in u.s politics	during the june 18 airing of breitbart news sunday representative trent franks r-az warned of the rise of the militant left in u.s politics.
big cases still waiting for supreme court decisions in 2017	seventeen cases from this year’s supreme court term are still pending with decisions expected in the next eight days religious liberty the constitutional rights of illegal aliens and free-speech rights to express messages some people find offensive are several of the high-profile issues raised in the remaining cases.
man arrested for murder of teenager in virginia	a teenage girl was brutally murdered early sunday in herndon va. as she walked from a mcdonalds to a mosque and police quickly arrested a suspect named darwin martinez torres.
national campaign urges trump to pressure qatar over terror support	tel aviv a large-scale campaign urging president donald trump to put pressure on qatar including imposing economic sanctions if necessary is being launched monday by a u.s.-based interfaith group.
video man allegedly high on synthetic street drug tries to bite officers after they repeatedly tasered him	a kentucky man allegedly overdosed on a synthetic street drug and tried to bite officers after they repeatedly tasered him video footage of the incident shows.
outdoor clothing giant patagonia pledging to lead resistance to trump	the ceo of outdoor clothing giant patagonia is burnishing her anti-republican bona fides again this time saying she intends to pledge her entire company to the resistance of president donald trump.
dairy farm workers activists march on socially conscious ben jerry’s to protest pay living conditions on farms	dairy farm workers and activists marched from the vermont statehouse to a ben jerry’s factory to protest pay and living conditions on the farms that provide milk for the ice cream maker known for its social activism.
elizabeth warren to president trump donald you ain’t seen nasty yet’	on friday sen elizabeth warren d-ma stood on an empty new york stage reading excerpts from her latest book this fight is our fight the battle to save america’s middle class and could hardly restrain her excitement while reading what sounded like a warning for president donald trump donald you ain’t seen nasty yet.”
report florida woman allegedly stole more than 93,000 in city funds to pay for brazilian butt lift	a woman who worked for the city of gainesville florida allegedly stole more than 93,000 in city funds and used the money to pay for a brazilian butt lift as well as other purchases according to a report.
ny times op-ed deport americans invite migrants	america belongs to immigrants because immigrants make the nation more powerful says a former wall street journal writer who is now working for the new york times immigrants produce more babies work harder create more jobs and have more ideas claims the revealing
london terror one dead one arrested as man ploughs van into pedestrians outside london mosque	a person in a van knocked down several victims on a london street near a well-known mosque in finsbury park london according to multiple media and twitter reports.
pinkerton the white house tech summit: what it could mean for americans	on monday the white house will hold a tech summit, playing host to leading executives from most—but not all—of the leading technology companies in america.
wapo stunned that marco rubio supports trump links it to senate probe of russia	following sen marco rubio’s appearance with president donald trump in miami on friday to announce the revised policy of cuba-u.s relations the liberal media was taken aback by a former campaign rival who now supports the president and his policy toward the communist regime.
us shoots down syrian aircraft for first time	washington ap the u.s military on sunday shot down a syrian air force fighter jet that bombed local forces aligned with the americans in the fight against islamic state militants an action that appeared to mark a new escalation of the conflict.
deputies man armed with assault rifle allegedly threatens ex-girlfriend she kills him	pasco county sheriff’s office pcso says a woman killed her ex-boyfriend after he allegedly showed up at her house with an assault rifle.
mark kelly renews vow to fight national reciprocity after shooting of unarmed congressman	gun control proponent mark kelly pledged to fight national reciprocity legislation that would allow citizens to be armed for self-defense.
2017 right splits over civil disobedience left splits over political violence	this week’s biggest political controversies exposed fault lines within the country’s major political factions with the right fighting about civil disobedience while the left fought over the attempted murder of a republican congressman.
orange county california key battleground for 2018 midterm elections	rep devin nunes r-ca told donors on saturday that orange county is one of the key battleground regions in the upcoming 2018 midterm elections.
poll fatherhood is a man’s most important role	a new rasmussen poll shows that most americans still regard fatherhood as a man’s most important duty.
senate republicans hope to question loretta lynch on conduct in clinton email case	new york senate republicans are eying the possibility of seeking testimony from former attorney general loretta lynch over possible wrongdoing with regard to the fbi’s criminal investigation into hillary clinton’s emails.
report palestinian strongman mohammad dahlan to lead gaza’s foreign affairs	tel aviv egypt and hamas have agreed that hamas will continue managing the gaza strip’s internal affairs while former fatah official mohammed dahlan a leading political opponent of palestinian president mahmoud abbas will help run gaza’s foreign affairs according to an islamic jihad official who gave an interview to a lebanese television station.
a year of hate 9 times the radicalized left engaged in violence in the trump era	wednesday’s attempted baseball massacre by alleged shooter james hodgkinson appears to be just the latest in a series of violent outbursts from the left here’s a list of just some of those incidents to highlight a boiling climate of hate that has amplified dramatically during the 2016 election and donald trump’s presidency.
trump attorney the president is not under investigation	jay sekulow one of the attorneys representing president donald trump told several sunday morning news shows that trump is not under investigation.”
president trump’s father’s day proclamation dads have responsibility to instill in us core values’	president donald trump officially declared today father’s day and in doing so sent a message about the responsibility fathers have to instill values and set examples for their children.
lgbt rights groups slam trump admin father’s day event with traditional marriage advocates	gay rights advocates have condemned the trump education department for inviting groups that advocate for one man-one woman marriage to a father’s day event.
‘she’s not mean she’s just being kamala.’	former san francisco mayor willie brown has offered an odd defense of sen kamala harris d-ca) whose habit of interrupting cabinet members during senate hearings and being rebuked by the chair has made her a heroine on the left.
new york times sides with leftist mob at evergreen college	the new york times offered a revisionist history of the ongoing crisis at evergreen state college in washington on saturday ignoring left-wing violence and smearing liberal professor bret weinstein who is a victim of the chaos.
pa wants unesco to claim hebron’s tomb of the patriarchs as a palestinian heritage site	the palestinian authority pa is requesting from the unesco world heritage committee whose annual meeting will take place on july 1 in krakow poland to register the old city of hebron—including its cave of the patriarchs—as a palestinian world heritage site.
kenya looks to israel for agricultural expertise	as israeli ambassador yahel vilan ends his two-year posting kenya is suffering from drought and food insecurity and has been forced to import food.
report israel saudis discuss establishing economic ties	israel and saudi arabia have reportedly been holding talks to establish economic ties according to british newspaper the times which cited american and arab sources in its report.
state supreme court rules mississippi judge can call herself judgecutie’	the mississippi state supreme court ruled that a county court judge can call herself by the nickname judgecutie in one of the fastest decisions the court has made in years.
rick put a bullet in trump wilson potus supporters see scalise shooting as blessing’	gop establishment consultant rick wilson one of the most vile never trumpers who once said the donor class should put a bullet in donald trump thinks supporters of president trump saw the assassination attempt on house majority whip steve scalise r-la as a blessing.”
florida fisherman loses 2.8 million prize after he fails polygraph test	a florida fisherman lost 2.8 million in prize money after he was disqualified from a fishing tournament in maryland for failing a polygraph test.
superpac tv ad tells georgia’s sixth congressional district voters stop the violent left’	a superpac opposed to democrat jon ossoff announced today that it has made a five-figure buy for a tv ad titled stop the violent left that will play on fox news on sunday and monday ahead of tuesday’s election in georgia’s sixth congressional district to replace rep tom price r-ga) now the secretary of health and human services.
poll most voters have not heard of democratic 2020 election candidates	there is a minefield of potential 2020 election candidates in the democratic party waiting to challenge president trump but most voters have not heard of many of them according to a new poll.
u.n report blames israel for palestinian men beating their wives	a new report by a united nations expert and submitted to the u.n human rights council blames israel in part for palestinian men beating their wives offering more fuel to those in the trump administration seeking to leave the
dem strategist james devine launches hashtag huntrepublicancongressmen after steve scalise shooting	a new jersey democratic strategist is capitalizing on the shooting of rep steve scalise r-la by launching the hashtags huntrepublicans and huntrepublicancongressmen and he is showing no signs of backing down claiming the chickens are coming home to roost.”
netflix flip-flops on net neutrality	after netflix ceo reed hastings dismissed net neutrality as an issue that was only important to the netflix of ten years ago at a conference two weeks ago the company’s twitter account sent out a tweet claiming they would never outgrow the cause.
democrats warn trump congress will begin impeachment proceedings if he fires mueller rosenstein	several democrats in congress warned president trump on friday that he will face consequences if he fires special counsel robert mueller and deputy attorney general rod rosenstein.
video homeowner attacks robbery suspects with machete takes away gun	a sarasota florida homeowner attacked armed robbery suspects with a machete not only stopping the robbery but disarming the suspects.
protesters at cnn headquarters rally against fake news journalistic malpractice on a daily basis’	main street patriots organized a protest at cnn headquarters in atlanta on saturday to speak out against what they consider fake news reported by the outlet and other media organizations across the country particularly when reporting on president donald trump.
armed citizen who captured georgia cop killers i loaded every weapon i could’	the rutherford county tennessee resident who captured donnie rowe and ricky dubose the suspected georgia cop killers on thursday said i loaded every weapon i could after becoming aware of a high-speed chase and gunfire on nearby interstate 24.”
chairman of house media fairness caucus fake news is a threat to our democracy’	rep lamar smith r-tx spoke with breitbart news washington political editor matt boyle on breitbart news saturday on siriusxm patriot channel 125 on saturday about the media bias that’s reached unprecedented levels since president donald trump was elected and poses a risk to the democracy it is tasked to protect.
immigration patriots thrilled about trump tossing out dapa	after president trump’s administration announced it would toss out an obama-era amnesty program for up to five million illegal aliens pro-american immigration hawks are cheering as they have a new-found hope in the white house.
photo of texas firefighters comforting children goes viral	a photograph of two amarillo texas firefighters comforting children involved in a car crash is going viral the photo shows the two men providing comfort to a little girl and boy who were passengers in a car that crashed the children were not injured in the crash but appeared to be distraught.
texas makes attacking cops a hate crime	the one-year anniversary of the execution deaths of five dallas police officers is just weeks away but the state of texas has already responded by making it a hate crime to kill officers the new law also applies to crimes against judges the signing of the law by texas governor greg abbott comes just weeks after the passage of the thin blue line act by the u.s house.
ethics office releases 98-page donald trump financial disclosure report	the u.s office of government ethics released president donald trump’s ethics disclosure form on friday showing all of the financial interests he had before taking office as president of the united states.
covered california premiums to jump 17 when fed subsidies end	the governing board of covered california will allow insurers to raise rates by an extra 15-17 percent if trump eliminates illegal federal subsidies to cover out-of-pocket medical costs.
border patrol agents attacked for doing their jobs in media	media outlets attacked border patrol agents for entering a camp run by an illegal alien support organization in the deserts of southern arizona the group forced agents who had tracked four illegal aliens into the camp to obtain a warrant prior to entering the camp.
nj high school that censored trump shirts in yearbook promises to reprint full run no charge	the new jersey high school that earned criticism for censoring photos and quotes favorable to president donald trump in the school yearbook has now promised to reprint the entire book without the censorship and at the expense of the school.
report dag rosenstein considering recusal from russia investigation	abc news reported friday that deputy attorney general rod rosenstein who appointed robert mueller as special counsel for the russia investigation last month may be considering recusing himself from that investigation.
civil rights commission launches investigation into trump admin.	the u.s commission on civil rights says it is launching a two-year comprehensive assessment into the trump administration in light of proposed budget cuts and staff eliminations that it says will cause the civil rights of people of color the lgbt community and other marginalized groups to be at risk.
amnesty dhs kelly spotlighted daca legal problem as he ended dapa	the administration’s announcement ending the so-called dapa amnesty quietly cuts the legal legs off the still-operating daca amnesty for younger illegals despite left-wing claims that president donald trump has accepted obama’s 2012 quasi-amnesty.
report alexandria attacker carried list of republicans marked for assassination’	after police took out alexandria attacker james hodgkinson they discovered an assassination list consisting of republicans in his pocket.
exclusive trump’s agriculture secretary leading 22-agency task force to reignite rural america protect forgotten man	in keeping with president donald trump’s executive order establishing the interagency task force on agriculture and rural prosperity agriculture secretary sonny perdue launched the effort
illegal alien support group forces border patrol to get warrants	a group known in arizona for assisting illegal aliens through the desert after they cross the border forced u.s border patrol agents to obtain a warrant to search for migrants in their camp the agents later arrested four mexican nationals.
health insurers plan rate hikes for obamacare exchanges	several health insurers will raise premiums by roughly 20 percent on plans sold through obamacare exchanges.
cnn fake news protest picking up steam following leftist attack on gop lawmakers and staff	a protest planned for saturday at cnn headquarters in atlanta is gaining steam as protesters rally around president donald trump and republicans following a shooting on wednesday aimed at gop lawmakers and staff as they practiced for the annual congressional baseball game at nationals park.
even as stocks push higher clouds gather for the u.s economy	data points toward lower economic growth.
report marines nude photo-sharing scandal suspect facing court-martial another discharged	a marine corps service member is facing a court-martial while another has been discharged following the marines united nude photo-sharing scandal.
minnesota cop found not guilty in philando castile shooting trial	the minnesota officer who has been on trial for the murder in the shooting death of a black motorist has been found not guilty the verdict was announced around 2:55 p.m on friday.
fake news cnn tweet mislabels photo saying only democrats knelt in prayer at congressional baseball game	cnn politics tweeted an image thursday of both congressional baseball teams gathered on the field kneeling in prayer the caption of the image though said members of the democratic team, as if those kneeling in prayer in the photo were only democrats.
marko soon et al to put america first is to put our planet’s climate first	by withdrawing from the paris agreement president trump did a wonderful thing for america and the world he showed that advocacy masquerading as science should not be the basis for political decisions he showed that to put america first is to put the planet first.
senate republicans seek minor changes to obamacare by july 4 recess	senate republicans hope to make slight changes to obamacare as they endeavor to pass a healthcare bill before the end of june.
paul nehlen launches another bid against anti-trump speaker paul ryan	paul nehlen a republican businessman from wisconsin’s first congressional district has just launched his 2018 congressional campaign against the anti-donald trump house speaker paul ryan this is the second time nehlen is challenging ryan after coming up short in the 2016 gop primary in wisconsin’s first congressional district.
trump drops truth bombs on cuba regime policies	president donald trump offered the most forthright criticism of cuba since john f kennedy when he addressed a crowd in miami ahead of signing an executive order reversing the obama administration’s policy of normalization.
report dem staffers boo trump at unity baseball game	thursday night’s congressional baseball game was hailed as the ultimate sign of bipartisan unity but dozens of democrat staffers reportedly cursed booed and jeered when president donald trump appeared on the video screen at nationals park to deliver a message of unity.
marco rubio president trump will empower the people of cuba not communist leaders	florida senator marco rubio praised donald trump for empowering the cuban people by reversing some of former president barack obama’s diplomatic concessions with the castro brothers.
ca dems pass record budget and sneak provision to protect josh newman from recall	california democrats passed a 125 billion budget thursday the largest in state history while slipping in a provision to alter the recall process to protect state sen josh newman d-fullerton and their supermajority.
house witness on libya moscow’s foothold in libya is growing’	moscow’s foothold in war-devastated libya is growing as russian president vladimir putin increasingly supports former gen khalifa haftar the leader of the opposition to the united nations-backed government of national accord gna) an expert on russian foreign policy tells a house panel.
cnn’s jim acosta accused of spreading fake news on trump’s hospital visit with congressman scalise	cnn senior white house correspondent jim acosta tweeted a false report that said president donald trump did not visit with house majority whip steve scalise r-la in the hospital after wednesday’s shooting fueling fake news allegations.
patrick k o’donnell on the oss’s founding of the navy seals green berets and cia	patrick k o’donnell author and military historian spoke with breitbart news daily siriusxm host raheem kassam on friday regarding the 75th anniversary of the founding of the office of strategic services oss) the predecessor to the cia which also formed the
seattle storm first pro team to partner with planned parenthood	wnba champions the seattle storm is the first professional sports team to announce a partnership with planned parenthood.
rasmussen tracking poll donald trump reaches 50 percent approval	president donald trump’s approval numbers are ticking up after taking a hit from news of the ongoing russia investigation and media outcry.
leftists deflect blame over shooting of rep steve scalise on twitter	in the aftermath of the shooting of representative steve scalise during a practice for the annual congressional baseball game some leftists took to social media to deflect any blame for the hateful rhetoric preached against president donald trump and republicans since the november election.
mission accomplished consumer sentiment plummets after comey hearing	all across the political spectrum consumers sentiment declined but the decline was more pronounced among republicans.
mercedes schlapp trump is striking the right balance on cuba policy’	mercedes schlapp fox news contributor columnist co-host of cpac 365 on siriusxm patriot spoke with breitbart news daily siriusxm host raheem kassam on friday regarding president trump’s announcement of new policies towards cuba.
armed homeowners capture suspected georgia cop killers	inmates suspected of killing two georgia correctional officers were captured on thursday after two armed homeowners cornered them and held them for police.
assaults on border patrol agents up 92 percent over last year	a new report from u.s customs and border protection cbp details the continued increase in assaults on border patrol agents over last year assaults against agents are 92 percent higher compared to fiscal year 2016.
amazon to buy whole foods market for 13.7 billion	new york afp amazon will acquire upscale us grocer whole foods market known for its pricey organic options for 13.7 billion the companies announced friday in a deal that underscores the online retailer’s growing influence.
indian lawmakers demand trump reverse h-1b crackdown	ahead of a meeting between with indian prime minister narendra modi lawmakers are demanding president donald trump drop his executive order calling for a legal review of the h-1b visa.
donald trump continues twitter war on russia probe fake news media	president donald trump continued his war on the fake news media and the russia investigation despite feeble attempts to promote a new era of bi-partisanship in washington d.c.
blue state blues the bible warned against fake news’	we tend to think of fake news as a new phenomenon a product of advanced social media technology and our coarse and divided popular culture but as ecclesiastes observes chapter 1 verse 9) there is nothing new under the sun.”
trump’s cuba policy reform less money for cuban military more toward the cuban people’	president donald trump is set to announce changes in united states policy toward cuba on friday including renewed travel restrictions and efforts to prevent the flow of funds to the repressive members of the cuban military government.”
trump administration plans summer announcement of wall prototypes	president donald trump’s administration plans to announce design finalists for his big beautiful wall soon.
john kerry middle east leaders called on u.s to bomb iran	former secretary of state john kerry lobbied for the iran nuclear deal on wednesday by saying it helped the u.s avoid armed conflict and that leaders of some middle east countries wanted the u.s to attack iran.
israeli ambassador obama administration propaganda campaign manufactured alternative universe on iran	an alternative universe was created to sell the iran nuclear deal to the american people israeli ambassador to the us ron dermer said on wednesday.
israeli defense minister we’ve never been closer to arrangement with moderate arab countries’	israeli defense minister avigdor lieberman offered an optimistic outlook on thursday regarding his country’s efforts to forge better ties with its neighbors.
doj warns against stories attributed to anonymous officials’	deputy attorney general rod rosenstein issued a stern warning on thursday urging caution in using anonymous officials’.”
exclusive freedom caucus chair meadows senate health care bill is a non-starter’	freedom caucus chairman mark meadows r-nc told breitbart news in an exclusive interview that the senate health care bill is a non-starter.”
report pentagon to send almost 4,000 more american troops to afghanistan	the pentagon will send almost 4,000 additional american troops to afghanistan in order to break a stalemate in a 16-year-long war according to the associated press citing a trump administration official.”
‘let’s play ball’ 25,000 dems and reps come together to celebrate america’s favorite pastime in record turnout	after a politically-motivated shooting that left republicans and democrats disheartened about the state of politics lawmakers and spectators in both parties came together to celebrate america’s favorite pastime at the 56th annual congressional baseball game thursday evening.
dhs john kelly wipes out obama’s dapa amnesty	president donald trump’s deputies have formally killed off president barack obama’s final attempt to create a national amnesty for roughly 4 million illegal aliens dubbed dapa.”
watch actor adam driver delivers surprise scholarship to military family	in a video posted online tuesday driver hops in his truck and drives to brodheadsville pennsylvania where he surprises the military family with the scholarship for williams’s daughter.
report instagram influencers ignoring ftc warnings about stealth advertising	instagram influencers largely ignore federal trade commission ftc warnings about stealth advertising according to a report.
bill cosby headed back to court for playboy mansion sexual assault trial	bill cosby is heading back to court after los angeles superior court judge craig karlan set a july 2018 trial date for accuser judy huth’s child sex assault lawsuit against the embattled comedian.
late-night ratings jimmy fallon retakes slim lead over stephen colbert	jimmy fallon’s tonight show on nbc earned a much-needed win over its rival stephen colbert-fronted cbs late show by pulling out a slim victory in total viewership last week for the first time since president donald trump’s inauguration in january.
johnny depp could face perjury charges for sneaking dogs into australia	australian deputy prime minister barnaby joyce says johnny depp may have committed perjury after the actor illegally smuggled his dogs into the country and claimed that he believed his former business managers had filed the proper paperwork.
fashion notes melania trump goes bold in yellow emilio pucci gown photos)	washington d.c first lady melania trump wore her boldest outfit yet in her new role at the white house donning a luxury emilio pucci designer gown monday for a meeting with the leader of india.
leslie jones accuses ritz-carlton hotel of racism they don’t like black people’	actress leslie jones lashed out at the ritz-carlton on monday accusing staff at the plush hotel chain of racism.
alec baldwin to return to snl as donald trump	alec baldwin will reprise his role as president donald trump this fall on saturday night live.
the progressive liberal a wrestling heel for the trump era	in the early 1980s professional wresting relied on an iranian sheikh and various large men with russian accents to draw the ire of fans in the late 1990s an arrogant millionaire boss served as the magnet for boos today in a sign of the times a wrestler calling himself the progressive liberal now feels the heat.
tv storytellers struggle to adapt in age of trump	whether portraying the noble geopolitics of madam secretary or the dirty deeds on house of cards, the high-stakes fumbling on veep or the scourge of terrorism that haunts homeland, script writers have always faced the challenge of staying topical yet inventive without straying outside the bounds of plausibility.
jackie mason democrats say they’ll win again they just don’t know when or how exclusive video)	in this week’s exclusive clip for breitbart news jackie assures us that the democrats have a big plan for how to win elections again after another loss last week by democrat jon ossoff in georgia’s sixth district special congressional election.
bokhari the secret rightwing messages of harry potter	the left has got it wrong the political messages of harry potter are actually incredibly right-wing.
miley cyrus i feel ageless and genderless’	miley cyrus wants people to know that what they hear from the pop superstar is what she really feels.
trump’s hollywood enemies unite to honor alec baldwin for tv special	alec baldwin was the man of the hour at a star-studded roast in his honor sunday night that drew a slew of liberal hollywood celebrity attendees including robert de niro julianne moore jane krakowski jack mcbrayer and even former president bill clinton.
new low megyn kelly’s ratings plummet again	how low can megyn kelly’s ratings go nbc’s sunday night with megyn kelly got walloped by a fresh episode of 60 minutes and lost yet again to a rerun of america’s funniest home videos in fact as variety pointed out kelly’s show slipped to a new low in both the key demo and total viewers.”
watch gary sinise brings high schoolers and wwii vets together for soaring valor project	actor gary sinise brought together the greatest generation and some of america’s youngest generation to honor world war ii veterans through his soaring valor project this week.
rob reiner calls for all out war to resist trump	actor and filmmaker rob reiner was shredded by social media users over the weekend after he called for an all out war to resist president donald trump.
